SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,SETTLE_PR,OPEN_INT,CHG_IN_OI,VOLUME,TRADE_DATE,UNDERLYING_PRICE,HIGH_PRICE,LOW_PRICE,OPEN_PRICE,CLOSE_PRICE,LAST_PRICE
FINNIFTY,28-10-2025,27600.0,CE,522.15,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,763.2,0.0
FINNIFTY,30-09-2025,29000.0,CE,82.25,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,605.55,0.0
FINNIFTY,30-09-2025,26700.0,CE,634.25,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,1645.95,0.0
FINNIFTY,30-09-2025,26300.0,CE,831.1,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,1901.0,0.0
FINNIFTY,30-09-2025,25200.0,CE,1550.5,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,2707.4,0.0
FINNIFTY,28-08-2025,30000.0,CE,1.8,10010,-195,12,14-08-2025,26333.45,2.25,1.65,2.05,1.8,1.8
FINNIFTY,28-08-2025,28500.0,CE,4.1,22555,5850,253,14-08-2025,26333.45,4.85,3.8,4.4,4.1,4.1
FINNIFTY,28-08-2025,27400.0,CE,79.85,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,863.4,0.0
FINNIFTY,28-08-2025,27600.0,CE,11.45,13910,-7735,361,14-08-2025,26333.45,13.0,10.2,11.45,11.45,12.0
FINNIFTY,28-08-2025,27750.0,CE,9.15,650,-130,55,14-08-2025,26333.45,11.6,8.1,11.15,9.15,9.7
FINNIFTY,28-08-2025,28600.0,CE,5.25,2665,-585,36,14-08-2025,26333.45,4.8,3.75,4.45,4.1,4.1
FINNIFTY,30-09-2025,25400.0,CE,1402.4,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,2550.4,0.0
FINNIFTY,30-09-2025,27000.0,CE,509.6,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,1469.05,0.0
FINNIFTY,30-09-2025,28000.0,CE,221.95,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,970.05,0.0
FINNIFTY,30-09-2025,28300.0,CE,167.65,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,847.2,0.0
FINNIFTY,28-10-2025,26600.0,CE,926.15,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,1230.05,0.0
FINNIFTY,28-10-2025,27000.0,CE,744.6,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,1024.85,0.0
FINNIFTY,28-10-2025,29000.0,CE,200.75,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,347.75,0.0
FINNIFTY,28-08-2025,23700.0,PE,0.5,975,0,0,14-08-2025,26333.45,0.0,0.0,0.0,5.5,5.45
FINNIFTY,28-08-2025,25450.0,PE,31.4,2730,-1820,51,14-08-2025,26333.45,33.85,29.75,31.25,31.4,32.3
FINNIFTY,28-08-2025,25500.0,PE,33.8,59345,-16770,1384,14-08-2025,26333.45,41.85,31.75,39.95,33.8,35.2
FINNIFTY,28-08-2025,26150.0,PE,139.6,8190,585,257,14-08-2025,26333.45,151.4,126.45,151.4,139.6,139.4
FINNIFTY,28-08-2025,26950.0,PE,729.0,195,0,0,14-08-2025,26333.45,0.0,0.0,0.0,590.95,590.95
FINNIFTY,30-09-2025,23500.0,PE,23.7,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,58.6,0.0
FINNIFTY,30-09-2025,24400.0,PE,86.9,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,135.2,0.0
FINNIFTY,30-09-2025,25600.0,PE,326.2,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,339.25,0.0
FINNIFTY,30-09-2025,25900.0,PE,427.15,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,415.1,0.0
FINNIFTY,30-09-2025,27000.0,PE,964.9,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,788.15,0.0
FINNIFTY,28-10-2025,25300.0,PE,358.2,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,342.65,0.0
FINNIFTY,28-10-2025,25500.0,PE,417.2,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,395.0,0.0
FINNIFTY,28-10-2025,26000.0,PE,593.4,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,550.3,0.0
